collection_order,type,location_name,trial_name,plot_number,plot_name,accession_name,entry_number,seedlot_name,row_number,col_number,rep_number,block_number,is_a_control
237,plot,"Tallassee, AL",B4I_2025_AL,1237,B4I_2025_AL_1237,IL23-271,,,6,4,1,1,
238,plot,"Tallassee, AL",B4I_2025_AL,1238,B4I_2025_AL_1238,IL23-1206,,,6,3,1,1,
239,plot,"Tallassee, AL",B4I_2025_AL,1239,B4I_2025_AL_1239,IL19-2033,,,6,2,1,1,
240,plot,"Tallassee, AL",B4I_2025_AL,1241,B4I_2025_AL_1241,IL23-3565,,,6,1,1,1,
241,plot,"Tallassee, AL",B4I_2025_AL,1320,B4I_2025_AL_1320,IL23-3754,,,7,1,1,1,
242,plot,"Tallassee, AL",B4I_2025_AL,1242,B4I_2025_AL_1242,IL19-7063,,,7,2,1,1,
243,plot,"Tallassee, AL",B4I_2025_AL,1243,B4I_2025_AL_1243,IL23-1628,,,7,3,1,1,
244,plot,"Tallassee, AL",B4I_2025_AL,1244,B4I_2025_AL_1244,IL23-1115,,,7,4,1,1,
245,plot,"Tallassee, AL",B4I_2025_AL,1245,B4I_2025_AL_1245,IL23-1617,,,7,5,1,1,
246,plot,"Tallassee, AL",B4I_2025_AL,1246,B4I_2025_AL_1246,IL19-2033,,,7,6,1,1,
247,plot,"Tallassee, AL",B4I_2025_AL,1247,B4I_2025_AL_1247,IL22-3958,,,7,7,1,1,
248,plot,"Tallassee, AL",B4I_2025_AL,1248,B4I_2025_AL_1248,IL23-1410,,,7,8,1,1,
249,plot,"Tallassee, AL",B4I_2025_AL,1249,B4I_2025_AL_1249,IL23-4274,,,7,9,1,1,
250,plot,"Tallassee, AL",B4I_2025_AL,1250,B4I_2025_AL_1250,IL23-376,,,7,10,1,1,
251,plot,"Tallassee, AL",B4I_2025_AL,1251,B4I_2025_AL_1251,IL23-3842,,,7,11,1,1,
252,plot,"Tallassee, AL",B4I_2025_AL,1252,B4I_2025_AL_1252,IL23-965,,,7,12,1,1,
253,plot,"Tallassee, AL",B4I_2025_AL,1253,B4I_2025_AL_1253,IL23-251,,,7,13,1,1,
254,plot,"Tallassee, AL",B4I_2025_AL,1254,B4I_2025_AL_1254,IL23-1628,,,7,14,1,1,
255,plot,"Tallassee, AL",B4I_2025_AL,1255,B4I_2025_AL_1255,IL23-3434,,,7,15,1,1,
256,plot,"Tallassee, AL",B4I_2025_AL,1256,B4I_2025_AL_1256,IL21-4039,,,7,16,1,1,
257,plot,"Tallassee, AL",B4I_2025_AL,1257,B4I_2025_AL_1257,IL23-2246,,,7,17,1,1,
258,plot,"Tallassee, AL",B4I_2025_AL,1258,B4I_2025_AL_1258,IL22-4235,,,7,18,1,1,
259,plot,"Tallassee, AL",B4I_2025_AL,1259,B4I_2025_AL_1259,IL23-1129,,,7,19,1,1,
260,plot,"Tallassee, AL",B4I_2025_AL,1260,B4I_2025_AL_1260,IL23-1764,,,7,20,1,1,
261,plot,"Tallassee, AL",B4I_2025_AL,1300,B4I_2025_AL_1300,IL23-4572,,,7,21,1,1,
262,plot,"Tallassee, AL",B4I_2025_AL,1262,B4I_2025_AL_1262,IL23-771,,,7,22,1,1,
263,plot,"Tallassee, AL",B4I_2025_AL,1263,B4I_2025_AL_1263,IL22-2364,,,7,23,1,1,
264,plot,"Tallassee, AL",B4I_2025_AL,1264,B4I_2025_AL_1264,IL23-2010,,,7,24,1,1,
265,plot,"Tallassee, AL",B4I_2025_AL,1265,B4I_2025_AL_1265,IL23-4274,,,7,25,1,1,
266,plot,"Tallassee, AL",B4I_2025_AL,1266,B4I_2025_AL_1266,IL22-3958,,,7,26,1,1,
267,plot,"Tallassee, AL",B4I_2025_AL,1267,B4I_2025_AL_1267,IL23-4252,,,7,27,1,1,
268,plot,"Tallassee, AL",B4I_2025_AL,1268,B4I_2025_AL_1268,IL23-1617,,,7,28,1,1,
269,plot,"Tallassee, AL",B4I_2025_AL,1269,B4I_2025_AL_1269,IL23-4572,,,7,29,1,1,
270,plot,"Tallassee, AL",B4I_2025_AL,1270,B4I_2025_AL_1270,IL23-3627,,,7,30,1,1,
271,plot,"Tallassee, AL",B4I_2025_AL,1271,B4I_2025_AL_1271,IL23-3468,,,7,31,1,1,
272,plot,"Tallassee, AL",B4I_2025_AL,1272,B4I_2025_AL_1272,IL23-236,,,7,32,1,1,
273,plot,"Tallassee, AL",B4I_2025_AL,1208,B4I_2025_AL_1208,IL22-3958,,,7,33,1,1,
274,plot,"Tallassee, AL",B4I_2025_AL,1274,B4I_2025_AL_1274,IL23-1617,,,7,34,1,1,
275,plot,"Tallassee, AL",B4I_2025_AL,1275,B4I_2025_AL_1275,IL23-1228,,,7,35,1,1,
276,plot,"Tallassee, AL",B4I_2025_AL,1276,B4I_2025_AL_1276,IL23-2942,,,7,36,1,1,
277,plot,"Tallassee, AL",B4I_2025_AL,1277,B4I_2025_AL_1277,IL23-4063,,,7,37,1,1,
278,plot,"Tallassee, AL",B4I_2025_AL,1278,B4I_2025_AL_1278,IL19-4556,,,7,38,1,1,
279,plot,"Tallassee, AL",B4I_2025_AL,1279,B4I_2025_AL_1279,IL23-1348,,,7,39,1,1,
280,plot,"Tallassee, AL",B4I_2025_AL,1280,B4I_2025_AL_1280,IL19-6432,,,7,40,1,1,
281,plot,"Tallassee, AL",B4I_2025_AL,1281,B4I_2025_AL_1281,IL23-723,,,8,40,1,1,
282,plot,"Tallassee, AL",B4I_2025_AL,1282,B4I_2025_AL_1282,IL23-3517,,,8,39,1,1,
283,plot,"Tallassee, AL",B4I_2025_AL,1283,B4I_2025_AL_1283,IL23-4721,,,8,38,1,1,
284,plot,"Tallassee, AL",B4I_2025_AL,1284,B4I_2025_AL_1284,IL23-1608,,,8,37,1,1,
285,plot,"Tallassee, AL",B4I_2025_AL,1285,B4I_2025_AL_1285,IL23-2371,,,8,36,1,1,
286,plot,"Tallassee, AL",B4I_2025_AL,1286,B4I_2025_AL_1286,IL23-1115,,,8,35,1,1,
287,plot,"Tallassee, AL",B4I_2025_AL,1287,B4I_2025_AL_1287,IL22-5830,,,8,34,1,1,
288,plot,"Tallassee, AL",B4I_2025_AL,1273,B4I_2025_AL_1273,IL23-3468,,,8,33,1,1,
289,plot,"Tallassee, AL",B4I_2025_AL,1289,B4I_2025_AL_1289,IL23-543,,,8,32,1,1,
290,plot,"Tallassee, AL",B4I_2025_AL,1290,B4I_2025_AL_1290,IL23-1228,,,8,31,1,1,
291,plot,"Tallassee, AL",B4I_2025_AL,1291,B4I_2025_AL_1291,IL23-1424,,,8,30,1,1,
292,plot,"Tallassee, AL",B4I_2025_AL,1292,B4I_2025_AL_1292,IL21-5956,,,8,29,1,1,
293,plot,"Tallassee, AL",B4I_2025_AL,1293,B4I_2025_AL_1293,IL23-1959,,,8,28,1,1,
294,plot,"Tallassee, AL",B4I_2025_AL,1294,B4I_2025_AL_1294,IL20-8320,,,8,27,1,1,
295,plot,"Tallassee, AL",B4I_2025_AL,1295,B4I_2025_AL_1295,IL23-669,,,8,26,1,1,
296,plot,"Tallassee, AL",B4I_2025_AL,1296,B4I_2025_AL_1296,IL23-1209,,,8,25,1,1,
297,plot,"Tallassee, AL",B4I_2025_AL,1297,B4I_2025_AL_1297,IL23-739,,,8,24,1,1,
298,plot,"Tallassee, AL",B4I_2025_AL,1298,B4I_2025_AL_1298,IL22-1423,,,8,23,1,1,
299,plot,"Tallassee, AL",B4I_2025_AL,1299,B4I_2025_AL_1299,IL23-4037,,,8,22,1,1,
300,plot,"Tallassee, AL",B4I_2025_AL,1341,B4I_2025_AL_1341,IL23-1660,,,8,21,1,1,
301,plot,"Tallassee, AL",B4I_2025_AL,1301,B4I_2025_AL_1301,IL23-1651,,,8,20,1,1,
302,plot,"Tallassee, AL",B4I_2025_AL,1302,B4I_2025_AL_1302,IL19-3661,,,8,19,1,1,
303,plot,"Tallassee, AL",B4I_2025_AL,1303,B4I_2025_AL_1303,IL23-1206,,,8,18,1,1,
304,plot,"Tallassee, AL",B4I_2025_AL,1304,B4I_2025_AL_1304,IL23-1358,,,8,17,1,1,
305,plot,"Tallassee, AL",B4I_2025_AL,1305,B4I_2025_AL_1305,IL20-618,,,8,16,1,1,
306,plot,"Tallassee, AL",B4I_2025_AL,1306,B4I_2025_AL_1306,IL22-4714,,,8,15,1,1,
307,plot,"Tallassee, AL",B4I_2025_AL,1307,B4I_2025_AL_1307,IL23-3312,,,8,14,1,1,
308,plot,"Tallassee, AL",B4I_2025_AL,1308,B4I_2025_AL_1308,IL20-6928,,,8,13,1,1,
309,plot,"Tallassee, AL",B4I_2025_AL,1309,B4I_2025_AL_1309,IL22-2364,,,8,12,1,1,
310,plot,"Tallassee, AL",B4I_2025_AL,1310,B4I_2025_AL_1310,IL23-3731,,,8,11,1,1,
311,plot,"Tallassee, AL",B4I_2025_AL,1311,B4I_2025_AL_1311,IL23-4037,,,8,10,1,1,
312,plot,"Tallassee, AL",B4I_2025_AL,1312,B4I_2025_AL_1312,IL20-8456,,,8,9,1,1,
313,plot,"Tallassee, AL",B4I_2025_AL,1313,B4I_2025_AL_1313,IL22-4169,,,8,8,1,1,
314,plot,"Tallassee, AL",B4I_2025_AL,1314,B4I_2025_AL_1314,IL23-2253,,,8,7,1,1,
315,plot,"Tallassee, AL",B4I_2025_AL,1315,B4I_2025_AL_1315,IL23-423,,,8,6,1,1,
316,plot,"Tallassee, AL",B4I_2025_AL,1316,B4I_2025_AL_1316,IL23-3751,,,8,5,1,1,
317,plot,"Tallassee, AL",B4I_2025_AL,1317,B4I_2025_AL_1317,IL23-1842,,,8,4,1,1,
318,plot,"Tallassee, AL",B4I_2025_AL,1318,B4I_2025_AL_1318,IL23-543,,,8,3,1,1,
319,plot,"Tallassee, AL",B4I_2025_AL,1319,B4I_2025_AL_1319,IL23-1410,,,8,2,1,1,
320,plot,"Tallassee, AL",B4I_2025_AL,1321,B4I_2025_AL_1321,IL20-8320,,,8,1,1,1,
321,plot,"Tallassee, AL",B4I_2025_AL,1400,B4I_2025_AL_1400,IL20-6928,,,9,1,1,1,
322,plot,"Tallassee, AL",B4I_2025_AL,1322,B4I_2025_AL_1322,IL23-612,,,9,2,1,1,
323,plot,"Tallassee, AL",B4I_2025_AL,1323,B4I_2025_AL_1323,IL20-5913,,,9,3,1,1,
324,plot,"Tallassee, AL",B4I_2025_AL,1324,B4I_2025_AL_1324,IL23-1623,,,9,4,1,1,
325,plot,"Tallassee, AL",B4I_2025_AL,1325,B4I_2025_AL_1325,IL23-2443,,,9,5,1,1,
326,plot,"Tallassee, AL",B4I_2025_AL,1326,B4I_2025_AL_1326,IL23-1775,,,9,6,1,1,
327,plot,"Tallassee, AL",B4I_2025_AL,1327,B4I_2025_AL_1327,IL23-2625,,,9,7,1,1,
328,plot,"Tallassee, AL",B4I_2025_AL,1328,B4I_2025_AL_1328,IL23-1459,,,9,8,1,1,
329,plot,"Tallassee, AL",B4I_2025_AL,1329,B4I_2025_AL_1329,IL23-1621,,,9,9,1,1,
330,plot,"Tallassee, AL",B4I_2025_AL,1330,B4I_2025_AL_1330,IL23-2443,,,9,10,1,1,
331,plot,"Tallassee, AL",B4I_2025_AL,1331,B4I_2025_AL_1331,IL23-2134,,,9,11,1,1,
332,plot,"Tallassee, AL",B4I_2025_AL,1332,B4I_2025_AL_1332,IL23-415,,,9,12,1,1,
333,plot,"Tallassee, AL",B4I_2025_AL,1333,B4I_2025_AL_1333,IL19-7048,,,9,13,1,1,
334,plot,"Tallassee, AL",B4I_2025_AL,1334,B4I_2025_AL_1334,IL22-5365,,,9,14,1,1,
335,plot,"Tallassee, AL",B4I_2025_AL,1335,B4I_2025_AL_1335,IL21-4039,,,9,15,1,1,
336,plot,"Tallassee, AL",B4I_2025_AL,1336,B4I_2025_AL_1336,IL23-259,,,9,16,1,1,
337,plot,"Tallassee, AL",B4I_2025_AL,1337,B4I_2025_AL_1337,IL23-1669,,,9,17,1,1,
338,plot,"Tallassee, AL",B4I_2025_AL,1338,B4I_2025_AL_1338,IL23-1348,,,9,18,1,1,
339,plot,"Tallassee, AL",B4I_2025_AL,1339,B4I_2025_AL_1339,IL22-5335,,,9,19,1,1,
340,plot,"Tallassee, AL",B4I_2025_AL,1340,B4I_2025_AL_1340,IL23-1621,,,9,20,1,1,
341,plot,"Tallassee, AL",B4I_2025_AL,1380,B4I_2025_AL_1380,IL23-1613,,,9,21,1,1,
342,plot,"Tallassee, AL",B4I_2025_AL,1342,B4I_2025_AL_1342,IL23-1259,,,9,22,1,1,
343,plot,"Tallassee, AL",B4I_2025_AL,1343,B4I_2025_AL_1343,IL22-6264,,,9,23,1,1,
344,plot,"Tallassee, AL",B4I_2025_AL,1344,B4I_2025_AL_1344,IL23-612,,,9,24,1,1,
345,plot,"Tallassee, AL",B4I_2025_AL,1345,B4I_2025_AL_1345,IL23-1806,,,9,25,1,1,
346,plot,"Tallassee, AL",B4I_2025_AL,1346,B4I_2025_AL_1346,IL21-7822,,,9,26,1,1,
347,plot,"Tallassee, AL",B4I_2025_AL,1347,B4I_2025_AL_1347,IL23-1663,,,9,27,1,1,
348,plot,"Tallassee, AL",B4I_2025_AL,1348,B4I_2025_AL_1348,IL23-2963,,,9,28,1,1,
349,plot,"Tallassee, AL",B4I_2025_AL,1349,B4I_2025_AL_1349,IL22-3146,,,9,29,1,1,
350,plot,"Tallassee, AL",B4I_2025_AL,1350,B4I_2025_AL_1350,IL23-4543,,,9,30,1,1,
351,plot,"Tallassee, AL",B4I_2025_AL,1351,B4I_2025_AL_1351,IL23-1669,,,9,31,1,1,
352,plot,"Tallassee, AL",B4I_2025_AL,1352,B4I_2025_AL_1352,IL23-3842,,,9,32,1,1,
353,plot,"Tallassee, AL",B4I_2025_AL,1288,B4I_2025_AL_1288,IL23-4253,,,9,33,1,1,
354,plot,"Tallassee, AL",B4I_2025_AL,1354,B4I_2025_AL_1354,IL23-524,,,9,34,1,1,
355,plot,"Tallassee, AL",B4I_2025_AL,1355,B4I_2025_AL_1355,IL23-1669,,,9,35,1,1,
356,plot,"Tallassee, AL",B4I_2025_AL,1356,B4I_2025_AL_1356,IL23-524,,,9,36,1,1,
357,plot,"Tallassee, AL",B4I_2025_AL,1357,B4I_2025_AL_1357,IL23-251,,,9,37,1,1,
358,plot,"Tallassee, AL",B4I_2025_AL,1358,B4I_2025_AL_1358,IL23-558,,,9,38,1,1,
359,plot,"Tallassee, AL",B4I_2025_AL,1359,B4I_2025_AL_1359,IL22-3365,,,9,39,1,1,
360,plot,"Tallassee, AL",B4I_2025_AL,1360,B4I_2025_AL_1360,IL23-250,,,9,40,1,1,
361,plot,"Tallassee, AL",B4I_2025_AL,1361,B4I_2025_AL_1361,IL23-1228,,,10,40,1,1,
362,plot,"Tallassee, AL",B4I_2025_AL,1362,B4I_2025_AL_1362,IL22-4459,,,10,39,1,1,
363,plot,"Tallassee, AL",B4I_2025_AL,1363,B4I_2025_AL_1363,IL21-7653,,,10,38,1,1,
364,plot,"Tallassee, AL",B4I_2025_AL,1364,B4I_2025_AL_1364,IL23-1650,,,10,37,1,1,
365,plot,"Tallassee, AL",B4I_2025_AL,1365,B4I_2025_AL_1365,IL23-1815,,,10,36,1,1,
366,plot,"Tallassee, AL",B4I_2025_AL,1366,B4I_2025_AL_1366,IL15-2064,,,10,35,1,1,
367,plot,"Tallassee, AL",B4I_2025_AL,1367,B4I_2025_AL_1367,IL23-423,,,10,34,1,1,
368,plot,"Tallassee, AL",B4I_2025_AL,1353,B4I_2025_AL_1353,IL23-4469,,,10,33,1,1,
369,plot,"Tallassee, AL",B4I_2025_AL,1369,B4I_2025_AL_1369,IL21-5917,,,10,32,1,1,
370,plot,"Tallassee, AL",B4I_2025_AL,1370,B4I_2025_AL_1370,IL23-1660,,,10,31,1,1,
371,plot,"Tallassee, AL",B4I_2025_AL,1371,B4I_2025_AL_1371,IL23-1410,,,10,30,1,1,
372,plot,"Tallassee, AL",B4I_2025_AL,1372,B4I_2025_AL_1372,IL23-1815,,,10,29,1,1,
373,plot,"Tallassee, AL",B4I_2025_AL,1373,B4I_2025_AL_1373,IL23-1610,,,10,28,1,1,
374,plot,"Tallassee, AL",B4I_2025_AL,1374,B4I_2025_AL_1374,IL23-236,,,10,27,1,1,
375,plot,"Tallassee, AL",B4I_2025_AL,1375,B4I_2025_AL_1375,IL23-739,,,10,26,1,1,
376,plot,"Tallassee, AL",B4I_2025_AL,1376,B4I_2025_AL_1376,IL23-4547,,,10,25,1,1,
377,plot,"Tallassee, AL",B4I_2025_AL,1377,B4I_2025_AL_1377,IL22-4714,,,10,24,1,1,
378,plot,"Tallassee, AL",B4I_2025_AL,1378,B4I_2025_AL_1378,IL23-2021,,,10,23,1,1,
379,plot,"Tallassee, AL",B4I_2025_AL,1379,B4I_2025_AL_1379,IL23-2956,,,10,22,1,1,
380,plot,"Tallassee, AL",B4I_2025_AL,1261,B4I_2025_AL_1261,IL21-753,,,10,21,1,1,
381,plot,"Tallassee, AL",B4I_2025_AL,1381,B4I_2025_AL_1381,IL23-875,,,10,20,1,1,
382,plot,"Tallassee, AL",B4I_2025_AL,1382,B4I_2025_AL_1382,IL23-4835,,,10,19,1,1,
383,plot,"Tallassee, AL",B4I_2025_AL,1383,B4I_2025_AL_1383,IL23-1842,,,10,18,1,1,
384,plot,"Tallassee, AL",B4I_2025_AL,1384,B4I_2025_AL_1384,IL23-512,,,10,17,1,1,
385,plot,"Tallassee, AL",B4I_2025_AL,1385,B4I_2025_AL_1385,IL23-247,,,10,16,1,1,
386,plot,"Tallassee, AL",B4I_2025_AL,1386,B4I_2025_AL_1386,IL23-1410,,,10,15,1,1,
387,plot,"Tallassee, AL",B4I_2025_AL,1387,B4I_2025_AL_1387,IL23-4079,,,10,14,1,1,
388,plot,"Tallassee, AL",B4I_2025_AL,1388,B4I_2025_AL_1388,IL23-923,,,10,13,1,1,
389,plot,"Tallassee, AL",B4I_2025_AL,1389,B4I_2025_AL_1389,IL23-913,,,10,12,1,1,
390,plot,"Tallassee, AL",B4I_2025_AL,1390,B4I_2025_AL_1390,IL23-971,,,10,11,1,1,
391,plot,"Tallassee, AL",B4I_2025_AL,1391,B4I_2025_AL_1391,IL21-8143,,,10,10,1,1,
392,plot,"Tallassee, AL",B4I_2025_AL,1392,B4I_2025_AL_1392,IL23-875,,,10,9,1,1,
393,plot,"Tallassee, AL",B4I_2025_AL,1393,B4I_2025_AL_1393,IL19-6345,,,10,8,1,1,
394,plot,"Tallassee, AL",B4I_2025_AL,1394,B4I_2025_AL_1394,IL23-4252,,,10,7,1,1,
395,plot,"Tallassee, AL",B4I_2025_AL,1395,B4I_2025_AL_1395,IL23-3675,,,10,6,1,1,
396,plot,"Tallassee, AL",B4I_2025_AL,1396,B4I_2025_AL_1396,IL19-4877,,,10,5,1,1,
397,plot,"Tallassee, AL",B4I_2025_AL,1397,B4I_2025_AL_1397,IL23-3565,,,10,4,1,1,
398,plot,"Tallassee, AL",B4I_2025_AL,1398,B4I_2025_AL_1398,IL17-3125,,,10,3,1,1,
399,plot,"Tallassee, AL",B4I_2025_AL,1399,B4I_2025_AL_1399,IL23-1644,,,10,2,1,1,
400,plot,"Tallassee, AL",B4I_2025_AL,1161,B4I_2025_AL_1161,IL23-260,,,10,1,1,1,
