studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,intercropGermplasmDbId,intercropGermplasmName,germplasmEntryNumber,notes
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",,,,plot,733606,B4I_2025_AL_1358,1,1,1358,9,38,test,,"733,293,733,293,733,000","NDP250109G,NDP250109G,NDP250109G",,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704512,IL23-558,IL23-558,subplot,735573,B4I_2025_AL_1358_subplot_1,1,1,1358,9,38,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704512,IL23-558,IL23-558,subplot,735574,B4I_2025_AL_1358_subplot_2,1,1,1358,9,38,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704512,IL23-558,IL23-558,subplot,735575,B4I_2025_AL_1358_subplot_3,1,1,1358,9,38,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",544113,IL22-3365,,plot,733712,B4I_2025_AL_1359,1,1,1359,9,39,test,,733470,NDP250184G,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",544113,IL22-3365,,subplot,736374,B4I_2025_AL_1359_subplot_1,1,1,1359,9,39,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",544113,IL22-3365,,subplot,736375,B4I_2025_AL_1359_subplot_2,1,1,1359,9,39,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",544113,IL22-3365,,subplot,736376,B4I_2025_AL_1359_subplot_3,1,1,1359,9,39,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704689,IL23-250,IL23-250,plot,733833,B4I_2025_AL_1360,1,1,1360,9,40,test,,733369,NDP170101G,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704689,IL23-250,IL23-250,subplot,735684,B4I_2025_AL_1360_subplot_1,1,1,1360,9,40,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704689,IL23-250,IL23-250,subplot,735685,B4I_2025_AL_1360_subplot_2,1,1,1360,9,40,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704689,IL23-250,IL23-250,subplot,735686,B4I_2025_AL_1360_subplot_3,1,1,1360,9,40,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",,,,plot,733805,B4I_2025_AL_1361,1,1,1361,10,40,test,,"733,467,733,467,733,000","NDP250079Y,NDP250079Y,NDP250079Y",,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704504,IL23-1228,IL23-1228,subplot,736518,B4I_2025_AL_1361_subplot_1,1,1,1361,10,40,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704504,IL23-1228,IL23-1228,subplot,736519,B4I_2025_AL_1361_subplot_2,1,1,1361,10,40,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704504,IL23-1228,IL23-1228,subplot,736520,B4I_2025_AL_1361_subplot_3,1,1,1361,10,40,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",,,,plot,733723,B4I_2025_AL_1362,1,1,1362,10,39,test,,"733,460,733,460,733,000","NDP250167Y,NDP250167Y,NDP250167Y",,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",544460,IL22-4459,,subplot,735519,B4I_2025_AL_1362_subplot_1,1,1,1362,10,39,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",544460,IL22-4459,,subplot,735520,B4I_2025_AL_1362_subplot_2,1,1,1362,10,39,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",544460,IL22-4459,,subplot,735521,B4I_2025_AL_1362_subplot_3,1,1,1362,10,39,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",530981,IL21-7653,,plot,733792,B4I_2025_AL_1363,1,1,1363,10,38,test,,733311,NDP170054Y,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",530981,IL21-7653,,subplot,735780,B4I_2025_AL_1363_subplot_1,1,1,1363,10,38,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",530981,IL21-7653,,subplot,735781,B4I_2025_AL_1363_subplot_2,1,1,1363,10,38,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",530981,IL21-7653,,subplot,735782,B4I_2025_AL_1363_subplot_3,1,1,1363,10,38,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",,,,plot,733741,B4I_2025_AL_1364,1,1,1364,10,37,test,,"733,482,733,482,733,000","NDP170245Y,NDP170245Y,NDP170245Y",,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704619,IL23-1650,IL23-1650,subplot,736650,B4I_2025_AL_1364_subplot_1,1,1,1364,10,37,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704619,IL23-1650,IL23-1650,subplot,736651,B4I_2025_AL_1364_subplot_2,1,1,1364,10,37,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704619,IL23-1650,IL23-1650,subplot,736652,B4I_2025_AL_1364_subplot_3,1,1,1364,10,37,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",,,,plot,733628,B4I_2025_AL_1365,1,1,1365,10,36,test,,"733,499,733,499,733,000","NDP250161Y,NDP250161Y,NDP250161Y",,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704823,IL23-1815,IL23-1815,subplot,735690,B4I_2025_AL_1365_subplot_1,1,1,1365,10,36,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704823,IL23-1815,IL23-1815,subplot,735691,B4I_2025_AL_1365_subplot_2,1,1,1365,10,36,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704823,IL23-1815,IL23-1815,subplot,735692,B4I_2025_AL_1365_subplot_3,1,1,1365,10,36,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",201727,IL15-2064,15-2064,plot,733836,B4I_2025_AL_1366,1,1,1366,10,35,test,,733299,NDP170039G,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",201727,IL15-2064,15-2064,subplot,736299,B4I_2025_AL_1366_subplot_1,1,1,1366,10,35,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",201727,IL15-2064,15-2064,subplot,736300,B4I_2025_AL_1366_subplot_2,1,1,1366,10,35,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",201727,IL15-2064,15-2064,subplot,736301,B4I_2025_AL_1366_subplot_3,1,1,1366,10,35,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",,,,plot,733899,B4I_2025_AL_1367,1,1,1367,10,34,test,,"733,344,733,344,733,000","NDP150223G,NDP150223G,NDP150223G",,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704578,IL23-423,IL23-423,subplot,735543,B4I_2025_AL_1367_subplot_1,1,1,1367,10,34,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704578,IL23-423,IL23-423,subplot,735544,B4I_2025_AL_1367_subplot_2,1,1,1367,10,34,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704578,IL23-423,IL23-423,subplot,735545,B4I_2025_AL_1367_subplot_3,1,1,1367,10,34,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",,,,plot,733782,B4I_2025_AL_1368,1,1,1368,2,33,test,,"733,478,733,478,733,000","NDP250166Y,NDP250166Y,NDP250166Y",,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",514688,IL20-746,IL2020-746,subplot,736677,B4I_2025_AL_1368_subplot_1,1,1,1368,2,33,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",514688,IL20-746,IL2020-746,subplot,736678,B4I_2025_AL_1368_subplot_2,1,1,1368,2,33,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",514688,IL20-746,IL2020-746,subplot,736679,B4I_2025_AL_1368_subplot_3,1,1,1368,2,33,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",530621,IL21-5917,,plot,733690,B4I_2025_AL_1369,1,1,1369,10,32,test,,733338,NDP170247Y,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",530621,IL21-5917,,subplot,735912,B4I_2025_AL_1369_subplot_1,1,1,1369,10,32,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",530621,IL21-5917,,subplot,735913,B4I_2025_AL_1369_subplot_2,1,1,1369,10,32,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",530621,IL21-5917,,subplot,735914,B4I_2025_AL_1369_subplot_3,1,1,1369,10,32,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704533,IL23-1660,IL23-1660,plot,733604,B4I_2025_AL_1370,1,1,1370,10,31,test,,733460,NDP250167Y,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704533,IL23-1660,IL23-1660,subplot,736317,B4I_2025_AL_1370_subplot_1,1,1,1370,10,31,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704533,IL23-1660,IL23-1660,subplot,736318,B4I_2025_AL_1370_subplot_2,1,1,1370,10,31,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704533,IL23-1660,IL23-1660,subplot,736319,B4I_2025_AL_1370_subplot_3,1,1,1370,10,31,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704479,IL23-1410,IL23-1410,plot,733627,B4I_2025_AL_1371,1,1,1371,10,30,test,,733393,NDP250060Y,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704479,IL23-1410,IL23-1410,subplot,735828,B4I_2025_AL_1371_subplot_1,1,1,1371,10,30,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704479,IL23-1410,IL23-1410,subplot,735829,B4I_2025_AL_1371_subplot_2,1,1,1371,10,30,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704479,IL23-1410,IL23-1410,subplot,735830,B4I_2025_AL_1371_subplot_3,1,1,1371,10,30,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704823,IL23-1815,IL23-1815,plot,733703,B4I_2025_AL_1372,1,1,1372,10,29,test,,733502,NDP170336G,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704823,IL23-1815,IL23-1815,subplot,736125,B4I_2025_AL_1372_subplot_1,1,1,1372,10,29,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704823,IL23-1815,IL23-1815,subplot,736126,B4I_2025_AL_1372_subplot_2,1,1,1372,10,29,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704823,IL23-1815,IL23-1815,subplot,736127,B4I_2025_AL_1372_subplot_3,1,1,1372,10,29,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",,,,plot,733612,B4I_2025_AL_1373,1,1,1373,10,28,test,,"733,371,733,371,733,000","NDP250047Y,NDP250047Y,NDP250047Y",,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704773,IL23-1610,IL23-1610,subplot,736473,B4I_2025_AL_1373_subplot_1,1,1,1373,10,28,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704773,IL23-1610,IL23-1610,subplot,736474,B4I_2025_AL_1373_subplot_2,1,1,1373,10,28,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704773,IL23-1610,IL23-1610,subplot,736475,B4I_2025_AL_1373_subplot_3,1,1,1373,10,28,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",,,,plot,733673,B4I_2025_AL_1374,1,1,1374,10,27,test,,"733,344,733,344,733,000","NDP150223G,NDP150223G,NDP150223G",,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704673,IL23-236,IL23-236,subplot,736020,B4I_2025_AL_1374_subplot_1,1,1,1374,10,27,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704673,IL23-236,IL23-236,subplot,736021,B4I_2025_AL_1374_subplot_2,1,1,1374,10,27,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704673,IL23-236,IL23-236,subplot,736022,B4I_2025_AL_1374_subplot_3,1,1,1374,10,27,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704630,IL23-739,IL23-739,plot,733807,B4I_2025_AL_1375,1,1,1375,10,26,test,,733349,NDP250041Y,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704630,IL23-739,IL23-739,subplot,736332,B4I_2025_AL_1375_subplot_1,1,1,1375,10,26,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704630,IL23-739,IL23-739,subplot,736333,B4I_2025_AL_1375_subplot_2,1,1,1375,10,26,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704630,IL23-739,IL23-739,subplot,736334,B4I_2025_AL_1375_subplot_3,1,1,1375,10,26,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704616,IL23-4547,IL23-4547,plot,733609,B4I_2025_AL_1376,1,1,1376,10,25,test,,733444,NDP250054G,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704616,IL23-4547,IL23-4547,subplot,735633,B4I_2025_AL_1376_subplot_1,1,1,1376,10,25,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704616,IL23-4547,IL23-4547,subplot,735634,B4I_2025_AL_1376_subplot_2,1,1,1376,10,25,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704616,IL23-4547,IL23-4547,subplot,735635,B4I_2025_AL_1376_subplot_3,1,1,1376,10,25,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",544266,IL22-4714,,plot,733520,B4I_2025_AL_1377,1,1,1377,10,24,test,,733454,NDP150412G,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",544266,IL22-4714,,subplot,736176,B4I_2025_AL_1377_subplot_1,1,1,1377,10,24,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",544266,IL22-4714,,subplot,736177,B4I_2025_AL_1377_subplot_2,1,1,1377,10,24,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",544266,IL22-4714,,subplot,736178,B4I_2025_AL_1377_subplot_3,1,1,1377,10,24,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704819,IL23-2021,IL23-2021,plot,733657,B4I_2025_AL_1378,1,1,1378,10,23,test,,733377,NDP250074Y,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704819,IL23-2021,IL23-2021,subplot,736080,B4I_2025_AL_1378_subplot_1,1,1,1378,10,23,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704819,IL23-2021,IL23-2021,subplot,736081,B4I_2025_AL_1378_subplot_2,1,1,1378,10,23,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704819,IL23-2021,IL23-2021,subplot,736082,B4I_2025_AL_1378_subplot_3,1,1,1378,10,23,test,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6821,B4I_2025_AL,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,,,191,"Tallassee, AL",704726,IL23-2956,IL23-2956,plot,733887,B4I_2025_AL_1379,1,1,1379,10,22,test,,733446,NDP160034Y,,
