current_year,affiliation,timing,plot_id,count,missing,biomass plot_id,height cm,,Image Name,subplot,Oat,Pea,Other,,B4I_2025_PM3D_NY_20_subplot_3,741858,NY-Jannink_2025_TM-1_PL-741858,6/2/2025,1,741858,Oat,40.8
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_06_subplot_3,741900,NY-Jannink_2025_TM-3_PL-6.3,7/14/2025,3,6.3,Oat,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_06_subplot_3,741900,NY-Jannink_2025_TM-3_PL-6.3,7/14/2025,3,6.3,Pea,176.7
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_06_subplot_3,741900,NY-Jannink_2025_TM-3_PL-6.3,7/14/2025,3,6.3,Other,33.1
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_07_subplot_3,741867,NY-Jannink_2025_TM-3_PL-7.3,7/14/2025,3,7.3,Oat,358.5
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_07_subplot_3,741867,NY-Jannink_2025_TM-3_PL-7.3,7/14/2025,3,7.3,Pea,2.4
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_07_subplot_3,741867,NY-Jannink_2025_TM-3_PL-7.3,7/14/2025,3,7.3,Other,2.9
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_08_subplot_2,741884,NY-Jannink_2025_TM-3_PL-8.2,7/14/2025,3,8.2,Oat,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_08_subplot_2,741884,NY-Jannink_2025_TM-3_PL-8.2,7/14/2025,3,8.2,Pea,226.8
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_08_subplot_2,741884,NY-Jannink_2025_TM-3_PL-8.2,7/14/2025,3,8.2,Other,8.4
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_09_subplot_2,741872,NY-Jannink_2025_TM-3_PL-9.2,7/14/2025,3,9.2,Oat,355.3
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_09_subplot_2,741872,NY-Jannink_2025_TM-3_PL-9.2,7/14/2025,3,9.2,Pea,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_09_subplot_2,741872,NY-Jannink_2025_TM-3_PL-9.2,7/14/2025,3,9.2,Other,2.3
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_10_subplot_1,741913,NY-Jannink_2025_TM-3_PL-10.1,7/14/2025,3,10.1,Oat,254.9
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_10_subplot_1,741913,NY-Jannink_2025_TM-3_PL-10.1,7/14/2025,3,10.1,Pea,89.2
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_10_subplot_1,741913,NY-Jannink_2025_TM-3_PL-10.1,7/14/2025,3,10.1,Other,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_11_subplot_1,741889,NY-Jannink_2025_TM-3_PL-11.1,7/14/2025,3,11.1,Oat,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_11_subplot_1,741889,NY-Jannink_2025_TM-3_PL-11.1,7/14/2025,3,11.1,Pea,392.4
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_11_subplot_1,741889,NY-Jannink_2025_TM-3_PL-11.1,7/14/2025,3,11.1,Other,15.9
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_12_subplot_2,741902,NY-Jannink_2025_TM-3_PL-12.2,7/14/2025,3,12.2,Oat,502.6
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_12_subplot_2,741902,NY-Jannink_2025_TM-3_PL-12.2,7/14/2025,3,12.2,Pea,71.8
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_12_subplot_2,741902,NY-Jannink_2025_TM-3_PL-12.2,7/14/2025,3,12.2,Other,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_13_subplot_2,741878,NY-Jannink_2025_TM-3_PL-13.2,7/14/2025,3,13.2,Oat,329.4
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_13_subplot_2,741878,NY-Jannink_2025_TM-3_PL-13.2,7/14/2025,3,13.2,Pea,228.3
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_13_subplot_2,741878,NY-Jannink_2025_TM-3_PL-13.2,7/14/2025,3,13.2,Other,1.6
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_14_subplot_1,741862,NY-Jannink_2025_TM-3_PL-14.1,7/14/2025,3,14.1,Oat,344.3
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_14_subplot_1,741862,NY-Jannink_2025_TM-3_PL-14.1,7/14/2025,3,14.1,Pea,136.6
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_14_subplot_1,741862,NY-Jannink_2025_TM-3_PL-14.1,7/14/2025,3,14.1,Other,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_15_subplot_1,741874,NY-Jannink_2025_TM-3_PL-15.1,7/14/2025,3,15.1,Oat,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_15_subplot_1,741874,NY-Jannink_2025_TM-3_PL-15.1,7/14/2025,3,15.1,Pea,549.9
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_15_subplot_1,741874,NY-Jannink_2025_TM-3_PL-15.1,7/14/2025,3,15.1,Other,4.1
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_16_subplot_1,741907,NY-Jannink_2025_TM-3_PL-16.1,7/14/2025,3,16.1,Oat,570
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_16_subplot_1,741907,NY-Jannink_2025_TM-3_PL-16.1,7/14/2025,3,16.1,Pea,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_16_subplot_1,741907,NY-Jannink_2025_TM-3_PL-16.1,7/14/2025,3,16.1,Other,0.7
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_17_subplot_1,741868,NY-Jannink_2025_TM-3_PL-17.1,7/14/2025,3,17.1,Oat,302.9
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_17_subplot_1,741868,NY-Jannink_2025_TM-3_PL-17.1,7/14/2025,3,17.1,Pea,152.2
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_17_subplot_1,741868,NY-Jannink_2025_TM-3_PL-17.1,7/14/2025,3,17.1,Other,1
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_18_subplot_3,741906,NY-Jannink_2025_TM-3_PL-18.3,7/14/2025,3,18.3,Oat,381.7
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_18_subplot_3,741906,NY-Jannink_2025_TM-3_PL-18.3,7/14/2025,3,18.3,Pea,116.3
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_18_subplot_3,741906,NY-Jannink_2025_TM-3_PL-18.3,7/14/2025,3,18.3,Other,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_19_subplot_1,741880,NY-Jannink_2025_TM-3_PL-19.1,7/14/2025,3,19.1,Oat,249
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_19_subplot_1,741880,NY-Jannink_2025_TM-3_PL-19.1,7/14/2025,3,19.1,Pea,209.1
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_19_subplot_1,741880,NY-Jannink_2025_TM-3_PL-19.1,7/14/2025,3,19.1,Other,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_20_subplot_2,741857,NY-Jannink_2025_TM-3_PL-20.2,7/14/2025,3,20.2,Oat,397
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_20_subplot_2,741857,NY-Jannink_2025_TM-3_PL-20.2,7/14/2025,3,20.2,Pea,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_20_subplot_2,741857,NY-Jannink_2025_TM-3_PL-20.2,7/14/2025,3,20.2,Other,0
