current_year,affiliation,timing,plot_id,count,missing,,,Image Name (from PlantMap3D app),Sample Date,Timing,Plot ID,Species,Dry Wt (g),,,Image Name (from PlantMap3D app),Sample Date,Timing,Plot ID,Species,Dry Wt (g)
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_190_subplot_3,11/13/2025,1,CU_ARS_2026_WOP_190_subplot_3,Pea,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_196_subplot_3,11/13/2025,1,CU_ARS_2026_WOP_196_subplot_3,Pea,6.2
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_205_subplot_1,11/13/2025,1,CU_ARS_2026_WOP_205_subplot_1,Pea,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_208_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_208_subplot_2,Pea,2.9
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_219_subplot_1,11/13/2025,1,CU_ARS_2026_WOP_219_subplot_1,Pea,1.5
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_220_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_220_subplot_2,Pea,4.7
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_266_subplot_1,11/13/2025,1,CU_ARS_2026_WOP_266_subplot_1,Pea,2
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_281_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_281_subplot_2,Pea,2.2
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_284_subplot_3,11/13/2025,1,CU_ARS_2026_WOP_284_subplot_3,Pea,1.4
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_298_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_298_subplot_2,Pea,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_305_subplot_3,11/13/2025,1,CU_ARS_2026_WOP_305_subplot_3,Pea,1.4
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_323_subplot_3,11/13/2025,1,CU_ARS_2026_WOP_323_subplot_3,Pea,3.8
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_324_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_324_subplot_2,Pea,3.4
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_343_subplot_3,11/13/2025,1,CU_ARS_2026_WOP_343_subplot_3,Pea,2.4
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_344_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_344_subplot_2,Pea,3.5
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_369_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_369_subplot_2,Pea,1.2
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_381_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_381_subplot_2,Pea,2.9
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_388_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_388_subplot_2,Pea,1.6
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_031_subplot_1,11/13/2025,1,CU_ARS_2026_WOP_031_subplot_1,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_049_subplot_3,11/13/2025,1,CU_ARS_2026_WOP_049_subplot_3,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_062_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_062_subplot_2,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_090_subplot_3,11/13/2025,1,CU_ARS_2026_WOP_090_subplot_3,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_107_subplot_3,11/13/2025,1,CU_ARS_2026_WOP_107_subplot_3,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_159_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_159_subplot_2,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_190_subplot_3,11/13/2025,1,CU_ARS_2026_WOP_190_subplot_3,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_196_subplot_3,11/13/2025,1,CU_ARS_2026_WOP_196_subplot_3,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_205_subplot_1,11/13/2025,1,CU_ARS_2026_WOP_205_subplot_1,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_208_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_208_subplot_2,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_219_subplot_1,11/13/2025,1,CU_ARS_2026_WOP_219_subplot_1,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_220_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_220_subplot_2,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_266_subplot_1,11/13/2025,1,CU_ARS_2026_WOP_266_subplot_1,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_281_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_281_subplot_2,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_284_subplot_3,11/13/2025,1,CU_ARS_2026_WOP_284_subplot_3,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_298_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_298_subplot_2,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_305_subplot_3,11/13/2025,1,CU_ARS_2026_WOP_305_subplot_3,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_323_subplot_3,11/13/2025,1,CU_ARS_2026_WOP_323_subplot_3,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_324_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_324_subplot_2,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_343_subplot_3,11/13/2025,1,CU_ARS_2026_WOP_343_subplot_3,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_344_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_344_subplot_2,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_369_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_369_subplot_2,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_381_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_381_subplot_2,Other,0
,,,,,,,,,,,,,,,,NY-Jannink_2025_TM-1_PL-CU_ARS_2026_WOP_388_subplot_2,11/13/2025,1,CU_ARS_2026_WOP_388_subplot_2,Other,0
