Year,Entry,Range,Column,Rep,Sub-Plot,OAT,PEA,Plant establishment - plants/ft2|CO_350:0005124,Plant height - cm|timepoint 1|COMP:0000114,Pea Plant Establishment - plants/ft2|CO_xxx:0003011,Pea Plant Height - cm|timepoint 1|COMP:0000122,Plant height - cm|timepoint 2|COMP:0000115,Pea Plant Height - cm|timepoint 2|COMP:0000123,Plant height - cm|timepoint 3|COMP:0000116,Pea Plant Height - cm|timepoint 3|COMP:0000124,Plant height - cm|timepoint 4|COMP:0000117,Pea Plant Height - cm|timepoint 4|COMP:0000125,plot_subplot
2025,72,10,9,1,2,PLIL23-3710-201774458,PLNDP120181Y,8,21,5,19,59,57,82,85,44,33,2072_1
2025,72,10,9,1,2,PLIL23-3710-201774458,PLNDP120181Y,8,21,5,19,59,57,82,85,44,33,2072_2
2025,72,10,9,1,3,PLIL23-3710-201774458,PLNDP120181Y,6,18,10,21,67,60,75,80,48,58,2072_3
2025,72,10,9,1,3,PLIL23-3710-201774458,PLNDP120181Y,6,18,10,21,67,60,75,80,48,58,2072_1
2025,72,10,9,1,3,PLIL23-3710-201774458,PLNDP120181Y,6,18,10,21,67,60,75,80,48,58,2072_2
2025,80,11,2,1,1,PLIL19-6432-200865739,PLNDP250093Y,16,18,3,15,56,51,78,65,61,53,2080_1
2025,80,11,2,1,1,PLIL19-6432-200865739,PLNDP250093Y,16,18,3,15,56,51,78,65,61,53,2080_2
2025,80,11,2,1,1,PLIL19-6432-200865739,PLNDP250093Y,16,18,3,15,56,51,78,65,61,53,2080_3
2025,80,11,2,1,2,PLIL19-6432-200865739,PLNDP250093Y,13,27,5,21,53,59,78,68,71,61,2080_1
2025,80,11,2,1,2,PLIL19-6432-200865739,PLNDP250093Y,13,27,5,21,53,59,78,68,71,61,2080_2
2025,80,11,2,1,2,PLIL19-6432-200865739,PLNDP250093Y,13,27,5,21,53,59,78,68,71,61,2080_3
2025,80,11,2,1,3,PLIL19-6432-200865739,PLNDP250093Y,11,18,2,21,59,50,80,66,56,62,2080_1
2025,80,11,2,1,3,PLIL19-6432-200865739,PLNDP250093Y,11,18,2,21,59,50,80,66,56,62,2080_2
2025,80,11,2,1,3,PLIL19-6432-200865739,PLNDP250093Y,11,18,2,21,59,50,80,66,56,62,2080_3
2025,79,11,3,1,1,PLIL23-423-200865894,PLNDP170133G,12,22,2,17,51,62,50,38,19,29,2079_2
2025,79,11,3,1,1,PLIL23-423-200865894,PLNDP170133G,12,22,2,17,51,62,50,38,19,29,2079_3
2025,79,11,3,1,1,PLIL23-423-200865894,PLNDP170133G,12,22,2,17,51,62,50,38,19,29,2079_1
2025,79,11,3,1,2,PLIL23-423-200865894,PLNDP170133G,12,24,5,23,58,69,41,30,23,22,2079_2
2025,79,11,3,1,2,PLIL23-423-200865894,PLNDP170133G,12,24,5,23,58,69,41,30,23,22,2079_3
2025,79,11,3,1,2,PLIL23-423-200865894,PLNDP170133G,12,24,5,23,58,69,41,30,23,22,2079_1
2025,79,11,3,1,3,PLIL23-423-200865894,PLNDP170133G,6,22,6,23,68,62,60,29,19,27,2079_2
2025,79,11,3,1,3,PLIL23-423-200865894,PLNDP170133G,6,22,6,23,68,62,60,29,19,27,2079_3
2025,79,11,3,1,3,PLIL23-423-200865894,PLNDP170133G,6,22,6,23,68,62,60,29,19,27,2079_1
2025,78,11,4,1,1,PLIL23-4144-200865891,PLND DAWN,12,14,4,18,38,46,83,61,44,42,2078_3
2025,78,11,4,1,1,PLIL23-4144-200865891,PLND DAWN,12,14,4,18,38,46,83,61,44,42,2078_1
2025,78,11,4,1,1,PLIL23-4144-200865891,PLND DAWN,12,14,4,18,38,46,83,61,44,42,2078_2
2025,78,11,4,1,2,PLIL23-4144-200865891,PLND DAWN,9,17,4,14,45,53,74,69,53,37,2078_3
2025,78,11,4,1,2,PLIL23-4144-200865891,PLND DAWN,9,17,4,14,45,53,74,69,53,37,2078_1
2025,78,11,4,1,2,PLIL23-4144-200865891,PLND DAWN,9,17,4,14,45,53,74,69,53,37,2078_2
2025,78,11,4,1,3,PLIL23-4144-200865891,PLND DAWN,9,23,3,20,47,44,76,70,50,40,2078_3
2025,78,11,4,1,3,PLIL23-4144-200865891,PLND DAWN,9,23,3,20,47,44,76,70,50,40,2078_1
2025,78,11,4,1,3,PLIL23-4144-200865891,PLND DAWN,9,23,3,20,47,44,76,70,50,40,2078_2
2025,77,11,5,1,1,PLIL23-1165-201774436,PLNDP250116G,9,23,10,21,46,58,84,87,32,41,2077_1
2025,77,11,5,1,1,PLIL23-1165-201774436,PLNDP250116G,9,23,10,21,46,58,84,87,32,41,2077_2
2025,77,11,5,1,1,PLIL23-1165-201774436,PLNDP250116G,9,23,10,21,46,58,84,87,32,41,2077_3
2025,77,11,5,1,2,PLIL23-1165-201774436,PLNDP250116G,7,15,7,18,49,59,58,88,37,47,2077_1
2025,77,11,5,1,2,PLIL23-1165-201774436,PLNDP250116G,7,15,7,18,49,59,58,88,37,47,2077_2
2025,77,11,5,1,2,PLIL23-1165-201774436,PLNDP250116G,7,15,7,18,49,59,58,88,37,47,2077_3
2025,77,11,5,1,3,PLIL23-1165-201774436,PLNDP250116G,9,19,7,22,64,59,68,53,45,30,2077_1
2025,77,11,5,1,3,PLIL23-1165-201774436,PLNDP250116G,9,19,7,22,64,59,68,53,45,30,2077_2
2025,77,11,5,1,3,PLIL23-1165-201774436,PLNDP250116G,9,19,7,22,64,59,68,53,45,30,2077_3
2025,76,11,6,1,1,PLIL21-3542-200865751,PLNDP250160Y,3,11,3,13,53,50,63,70,38,43,2076_2
2025,76,11,6,1,1,PLIL21-3542-200865751,PLNDP250160Y,3,11,3,13,53,50,63,70,38,43,2076_3
2025,76,11,6,1,1,PLIL21-3542-200865751,PLNDP250160Y,3,11,3,13,53,50,63,70,38,43,2076_1
2025,76,11,6,1,2,PLIL21-3542-200865751,PLNDP250160Y,5,16,4,9,45,56,83,79,47,52,2076_2
2025,76,11,6,1,2,PLIL21-3542-200865751,PLNDP250160Y,5,16,4,9,45,56,83,79,47,52,2076_3
2025,76,11,6,1,2,PLIL21-3542-200865751,PLNDP250160Y,5,16,4,9,45,56,83,79,47,52,2076_1
2025,76,11,6,1,3,PLIL21-3542-200865751,PLNDP250160Y,10,15,4,8,43,49,73,68,50,36,2076_2
2025,76,11,6,1,3,PLIL21-3542-200865751,PLNDP250160Y,10,15,4,8,43,49,73,68,50,36,2076_3
2025,76,11,6,1,3,PLIL21-3542-200865751,PLNDP250160Y,10,15,4,8,43,49,73,68,50,36,2076_1
2025,75,11,7,1,1,PLIL23-1163-200865790,PLNDP250091Y,10,19,3,16,60,47,78,83,52,57,2075_3
2025,75,11,7,1,1,PLIL23-1163-200865790,PLNDP250091Y,10,19,3,16,60,47,78,83,52,57,2075_1
2025,75,11,7,1,1,PLIL23-1163-200865790,PLNDP250091Y,10,19,3,16,60,47,78,83,52,57,2075_2
2025,75,11,7,1,2,PLIL23-1163-200865790,PLNDP250091Y,4,17,8,16,54,47,82,74,35,35,2075_3
2025,75,11,7,1,2,PLIL23-1163-200865790,PLNDP250091Y,4,17,8,16,54,47,82,74,35,35,2075_1
2025,75,11,7,1,2,PLIL23-1163-200865790,PLNDP250091Y,4,17,8,16,54,47,82,74,35,35,2075_2
2025,75,11,7,1,3,PLIL23-1163-200865790,PLNDP250091Y,8,16,4,9,53,51,67,82,46,43,2075_3
2025,75,11,7,1,3,PLIL23-1163-200865790,PLNDP250091Y,8,16,4,9,53,51,67,82,46,43,2075_1
2025,75,11,7,1,3,PLIL23-1163-200865790,PLNDP250091Y,8,16,4,9,53,51,67,82,46,43,2075_2
2025,74,11,8,1,1,PLIL23-1775-200865826,PLNDP150218Y,9,26,1,19,46,53,65,80,44,27,2074_1
2025,74,11,8,1,1,PLIL23-1775-200865826,PLNDP150218Y,9,26,1,19,46,53,65,80,44,27,2074_2
2025,74,11,8,1,1,PLIL23-1775-200865826,PLNDP150218Y,9,26,1,19,46,53,65,80,44,27,2074_3
2025,74,11,8,1,2,PLIL23-1775-200865826,PLNDP150218Y,11,17,6,13,50,55,66,80,40,39,2074_1
2025,74,11,8,1,2,PLIL23-1775-200865826,PLNDP150218Y,11,17,6,13,50,55,66,80,40,39,2074_2
2025,74,11,8,1,2,PLIL23-1775-200865826,PLNDP150218Y,11,17,6,13,50,55,66,80,40,39,2074_3
2025,74,11,8,1,3,PLIL23-1775-200865826,PLNDP150218Y,10,18,3,19,42,53,65,73,52,52,2074_1
2025,74,11,8,1,3,PLIL23-1775-200865826,PLNDP150218Y,10,18,3,19,42,53,65,73,52,52,2074_2
2025,74,11,8,1,3,PLIL23-1775-200865826,PLNDP150218Y,10,18,3,19,42,53,65,73,52,52,2074_3
2025,73,11,9,1,1,PLIL19-511-200865734,PLNDP250079Y,9,23,7,20,72,58,82,70,63,60,2073_2
2025,73,11,9,1,1,PLIL19-511-200865734,PLNDP250079Y,9,23,7,20,72,58,82,70,63,60,2073_3
2025,73,11,9,1,1,PLIL19-511-200865734,PLNDP250079Y,9,23,7,20,72,58,82,70,63,60,2073_1
2025,73,11,9,1,2,PLIL19-511-200865734,PLNDP250079Y,6,20,4,22,54,60,84,92,46,53,2073_2
2025,73,11,9,1,2,PLIL19-511-200865734,PLNDP250079Y,6,20,4,22,54,60,84,92,46,53,2073_3
2025,73,11,9,1,2,PLIL19-511-200865734,PLNDP250079Y,6,20,4,22,54,60,84,92,46,53,2073_1
2025,73,11,9,1,3,PLIL19-511-200865734,PLNDP250079Y,16,16,2,20,63,59,NA,81,42,53,2073_2
2025,73,11,9,1,3,PLIL19-511-200865734,PLNDP250079Y,16,16,2,20,63,59,NA,81,42,53,2073_3
2025,73,11,9,1,3,PLIL19-511-200865734,PLNDP250079Y,16,16,2,20,63,59,NA,81,42,53,2073_1
2025,81,12,2,1,1,PLIL23-524-201774468,PLNDP170111G,11,12,3,16,45,40,73,52,32,33,2081_3
2025,81,12,2,1,1,PLIL23-524-201774468,PLNDP170111G,11,12,3,16,45,40,73,52,32,33,2081_1
2025,81,12,2,1,1,PLIL23-524-201774468,PLNDP170111G,11,12,3,16,45,40,73,52,32,33,2081_2
2025,81,12,2,1,2,PLIL23-524-201774468,PLNDP170111G,10,18,6,15,39,44,70,52,58,38,2081_3
2025,81,12,2,1,2,PLIL23-524-201774468,PLNDP170111G,10,18,6,15,39,44,70,52,58,38,2081_1
2025,81,12,2,1,2,PLIL23-524-201774468,PLNDP170111G,10,18,6,15,39,44,70,52,58,38,2081_2
2025,81,12,2,1,3,PLIL23-524-201774468,PLNDP170111G,10,18,7,17,53,44,69,35,40,23,2081_3
2025,81,12,2,1,3,PLIL23-524-201774468,PLNDP170111G,10,18,7,17,53,44,69,35,40,23,2081_1
2025,81,12,2,1,3,PLIL23-524-201774468,PLNDP170111G,10,18,7,17,53,44,69,35,40,23,2081_2
2025,82,12,3,1,1,PLIL23-1859-201774449,PLNDP250133G,10,15,7,18,50,62,67,85,31,37,2082_1
2025,82,12,3,1,1,PLIL23-1859-201774449,PLNDP250133G,10,15,7,18,50,62,67,85,31,37,2082_2
2025,82,12,3,1,1,PLIL23-1859-201774449,PLNDP250133G,10,15,7,18,50,62,67,85,31,37,2082_3
2025,82,12,3,1,2,PLIL23-1859-201774449,PLNDP250133G,9,18,5,27,57,65,69,89,42,44,2082_1
2025,82,12,3,1,2,PLIL23-1859-201774449,PLNDP250133G,9,18,5,27,57,65,69,89,42,44,2082_2
2025,82,12,3,1,2,PLIL23-1859-201774449,PLNDP250133G,9,18,5,27,57,65,69,89,42,44,2082_3
2025,82,12,3,1,3,PLIL23-1859-201774449,PLNDP250133G,5,18,7,23,51,68,73,82,43,57,2082_1
2025,82,12,3,1,3,PLIL23-1859-201774449,PLNDP250133G,5,18,7,23,51,68,73,82,43,57,2082_2
2025,82,12,3,1,3,PLIL23-1859-201774449,PLNDP250133G,5,18,7,23,51,68,73,82,43,57,2082_3
2025,83,12,4,1,1,PLIL23-1410-200865799,PLNDP250133G,12,22,5,23,52,55,84,66,46,52,2083_2
2025,83,12,4,1,1,PLIL23-1410-200865799,PLNDP250133G,12,22,5,23,52,55,84,66,46,52,2083_3
2025,83,12,4,1,1,PLIL23-1410-200865799,PLNDP250133G,12,22,5,23,52,55,84,66,46,52,2083_1
2025,83,12,4,1,2,PLIL23-1410-200865799,PLNDP250133G,5,21,6,20,50,57,80,87,45,43,2083_2
2025,83,12,4,1,2,PLIL23-1410-200865799,PLNDP250133G,5,21,6,20,50,57,80,87,45,43,2083_3
2025,83,12,4,1,2,PLIL23-1410-200865799,PLNDP250133G,5,21,6,20,50,57,80,87,45,43,2083_1
2025,83,12,4,1,3,PLIL23-1410-200865799,PLNDP250133G,7,18,1,22,60,57,73,81,50,53,2083_2
2025,83,12,4,1,3,PLIL23-1410-200865799,PLNDP250133G,7,18,1,22,60,57,73,81,50,53,2083_3
2025,83,12,4,1,3,PLIL23-1410-200865799,PLNDP250133G,7,18,1,22,60,57,73,81,50,53,2083_1
2025,84,12,5,1,1,PLIL23-660-201774471,PLNDP250081Y,12,17,6,15,42,42,81,80,45,50,2084_3
2025,84,12,5,1,1,PLIL23-660-201774471,PLNDP250081Y,12,17,6,15,42,42,81,80,45,50,2084_1
2025,84,12,5,1,1,PLIL23-660-201774471,PLNDP250081Y,12,17,6,15,42,42,81,80,45,50,2084_2
2025,84,12,5,1,2,PLIL23-660-201774471,PLNDP250081Y,11,17,4,22,42,48,72,77,53,47,2084_3
2025,84,12,5,1,2,PLIL23-660-201774471,PLNDP250081Y,11,17,4,22,42,48,72,77,53,47,2084_1
2025,84,12,5,1,2,PLIL23-660-201774471,PLNDP250081Y,11,17,4,22,42,48,72,77,53,47,2084_2
2025,84,12,5,1,3,PLIL23-660-201774471,PLNDP250081Y,12,20,3,19,57,53,74,67,60,57,2084_3
2025,84,12,5,1,3,PLIL23-660-201774471,PLNDP250081Y,12,20,3,19,57,53,74,67,60,57,2084_1
2025,84,12,5,1,3,PLIL23-660-201774471,PLNDP250081Y,12,20,3,19,57,53,74,67,60,57,2084_2
2025,85,12,6,1,1,PLIL22-1019-200865763,PLNDP250050Y,7,15,1,11,47,53,73,63,48,59,2085_1
2025,85,12,6,1,1,PLIL22-1019-200865763,PLNDP250050Y,7,15,1,11,47,53,73,63,48,59,2085_2
2025,85,12,6,1,1,PLIL22-1019-200865763,PLNDP250050Y,7,15,1,11,47,53,73,63,48,59,2085_3
2025,85,12,6,1,2,PLIL22-1019-200865763,PLNDP250050Y,7,16,4,19,39,62,73,83,47,57,2085_1
2025,85,12,6,1,2,PLIL22-1019-200865763,PLNDP250050Y,7,16,4,19,39,62,73,83,47,57,2085_2
2025,85,12,6,1,2,PLIL22-1019-200865763,PLNDP250050Y,7,16,4,19,39,62,73,83,47,57,2085_3
2025,85,12,6,1,3,PLIL22-1019-200865763,PLNDP250050Y,9,15,5,19,52,45,84,86,60,73,2085_1
2025,85,12,6,1,3,PLIL22-1019-200865763,PLNDP250050Y,9,15,5,19,52,45,84,86,60,73,2085_2
2025,85,12,6,1,3,PLIL22-1019-200865763,PLNDP250050Y,9,15,5,19,52,45,84,86,60,73,2085_3
2025,86,12,7,1,1,PLIL23-3621-200865864,PLNDP160188Y,12,17,5,18,54,50,84,87,45,53,2086_2
2025,86,12,7,1,1,PLIL23-3621-200865864,PLNDP160188Y,12,17,5,18,54,50,84,87,45,53,2086_3
2025,86,12,7,1,1,PLIL23-3621-200865864,PLNDP160188Y,12,17,5,18,54,50,84,87,45,53,2086_1
2025,86,12,7,1,2,PLIL23-3621-200865864,PLNDP160188Y,10,15,7,19,50,63,84,83,67,62,2086_2
2025,86,12,7,1,2,PLIL23-3621-200865864,PLNDP160188Y,10,15,7,19,50,63,84,83,67,62,2086_3
2025,86,12,7,1,2,PLIL23-3621-200865864,PLNDP160188Y,10,15,7,19,50,63,84,83,67,62,2086_1
2025,86,12,7,1,3,PLIL23-3621-200865864,PLNDP160188Y,12,17,5,20,51,57,87,58,65,63,2086_2
2025,86,12,7,1,3,PLIL23-3621-200865864,PLNDP160188Y,12,17,5,20,51,57,87,58,65,63,2086_3
2025,86,12,7,1,3,PLIL23-3621-200865864,PLNDP160188Y,12,17,5,20,51,57,87,58,65,63,2086_1
2025,87,12,8,1,1,PLIL23-2253-200865838,PLNDP250157Y,9,21,3,16,54,53,81,80,62,57,2087_3
2025,87,12,8,1,1,PLIL23-2253-200865838,PLNDP250157Y,9,21,3,16,54,53,81,80,62,57,2087_1
2025,87,12,8,1,1,PLIL23-2253-200865838,PLNDP250157Y,9,21,3,16,54,53,81,80,62,57,2087_2
2025,87,12,8,1,2,PLIL23-2253-200865838,PLNDP250157Y,10,17,7,20,45,56,77,75,63,62,2087_3
2025,87,12,8,1,2,PLIL23-2253-200865838,PLNDP250157Y,10,17,7,20,45,56,77,75,63,62,2087_1
2025,87,12,8,1,2,PLIL23-2253-200865838,PLNDP250157Y,10,17,7,20,45,56,77,75,63,62,2087_2
2025,87,12,8,1,3,PLIL23-2253-200865838,PLNDP250157Y,5,16,4,19,54,59,77,74,46,49,2087_3
2025,87,12,8,1,3,PLIL23-2253-200865838,PLNDP250157Y,5,16,4,19,54,59,77,74,46,49,2087_1
2025,87,12,8,1,3,PLIL23-2253-200865838,PLNDP250157Y,5,16,4,19,54,59,77,74,46,49,2087_2
2025,88,12,9,1,1,PLIL23-1815-200865828,PLNDP250148G,6,23,2,19,71,54,75,76,55,59,2088_1
2025,88,12,9,1,1,PLIL23-1815-200865828,PLNDP250148G,6,23,2,19,71,54,75,76,55,59,2088_2
2025,88,12,9,1,1,PLIL23-1815-200865828,PLNDP250148G,6,23,2,19,71,54,75,76,55,59,2088_3
2025,88,12,9,1,2,PLIL23-1815-200865828,PLNDP250148G,8,16,4,23,53,61,81,75,53,51,2088_1
2025,88,12,9,1,2,PLIL23-1815-200865828,PLNDP250148G,8,16,4,23,53,61,81,75,53,51,2088_2
2025,88,12,9,1,2,PLIL23-1815-200865828,PLNDP250148G,8,16,4,23,53,61,81,75,53,51,2088_3
2025,88,12,9,1,3,PLIL23-1815-200865828,PLNDP250148G,6,17,9,21,47,52,80,65,57,48,2088_1
2025,88,12,9,1,3,PLIL23-1815-200865828,PLNDP250148G,6,17,9,21,47,52,80,65,57,48,2088_2
2025,88,12,9,1,3,PLIL23-1815-200865828,PLNDP250148G,6,17,9,21,47,52,80,65,57,48,2088_3
2025,96,13,2,1,1,PLIL23-2942-200865851,PLNDP250041Y,5,21,4,10,55,57,78,66,58,67,2096_2
2025,96,13,2,1,1,PLIL23-2942-200865851,PLNDP250041Y,5,21,4,10,55,57,78,66,58,67,2096_3
2025,96,13,2,1,1,PLIL23-2942-200865851,PLNDP250041Y,5,21,4,10,55,57,78,66,58,67,2096_1
2025,96,13,2,1,2,PLIL23-2942-200865851,PLNDP250041Y,15,13,3,17,40,48,70,70,75,76,2096_2
2025,96,13,2,1,2,PLIL23-2942-200865851,PLNDP250041Y,15,13,3,17,40,48,70,70,75,76,2096_3
2025,96,13,2,1,2,PLIL23-2942-200865851,PLNDP250041Y,15,13,3,17,40,48,70,70,75,76,2096_1
2025,96,13,2,1,3,PLIL23-2942-200865851,PLNDP250041Y,6,21,5,21,50,53,82,80,54,57,2096_2
2025,96,13,2,1,3,PLIL23-2942-200865851,PLNDP250041Y,6,21,5,21,50,53,82,80,54,57,2096_3
2025,96,13,2,1,3,PLIL23-2942-200865851,PLNDP250041Y,6,21,5,21,50,53,82,80,54,57,2096_1
2025,95,13,3,1,1,PLIL23-1644-201774443,PLNDP250057G,9,16,5,14,52,61,67,89,38,37,2095_3
2025,95,13,3,1,1,PLIL23-1644-201774443,PLNDP250057G,9,16,5,14,52,61,67,89,38,37,2095_1
2025,95,13,3,1,1,PLIL23-1644-201774443,PLNDP250057G,9,16,5,14,52,61,67,89,38,37,2095_2
2025,95,13,3,1,2,PLIL23-1644-201774443,PLNDP250057G,7,21,8,18,48,56,70,82,44,55,2095_3
2025,95,13,3,1,2,PLIL23-1644-201774443,PLNDP250057G,7,21,8,18,48,56,70,82,44,55,2095_1
2025,95,13,3,1,2,PLIL23-1644-201774443,PLNDP250057G,7,21,8,18,48,56,70,82,44,55,2095_2
2025,95,13,3,1,3,PLIL23-1644-201774443,PLNDP250057G,10,21,5,22,60,57,52,73,42,49,2095_3
2025,95,13,3,1,3,PLIL23-1644-201774443,PLNDP250057G,10,21,5,22,60,57,52,73,42,49,2095_1
2025,95,13,3,1,3,PLIL23-1644-201774443,PLNDP250057G,10,21,5,22,60,57,52,73,42,49,2095_2
2025,94,13,4,1,1,PLIL23-1421-200865801,PLNDP250074Y,16,19,6,17,43,42,77,90,64,70,2094_1
2025,94,13,4,1,1,PLIL23-1421-200865801,PLNDP250074Y,16,19,6,17,43,42,77,90,64,70,2094_2
2025,94,13,4,1,1,PLIL23-1421-200865801,PLNDP250074Y,16,19,6,17,43,42,77,90,64,70,2094_3
2025,94,13,4,1,2,PLIL23-1421-200865801,PLNDP250074Y,8,20,7,15,49,59,80,87,55,50,2094_1
2025,94,13,4,1,2,PLIL23-1421-200865801,PLNDP250074Y,8,20,7,15,49,59,80,87,55,50,2094_2
2025,94,13,4,1,2,PLIL23-1421-200865801,PLNDP250074Y,8,20,7,15,49,59,80,87,55,50,2094_3
2025,94,13,4,1,3,PLIL23-1421-200865801,PLNDP250074Y,11,18,5,14,55,48,79,67,52,51,2094_1
2025,94,13,4,1,3,PLIL23-1421-200865801,PLNDP250074Y,11,18,5,14,55,48,79,67,52,51,2094_2
2025,94,13,4,1,3,PLIL23-1421-200865801,PLNDP250074Y,11,18,5,14,55,48,79,67,52,51,2094_3
2025,93,13,5,1,1,PLIL23-247-200865843,PLNDP250184G,4,15,6,13,51,56,67,69,46,55,2093_2
2025,93,13,5,1,1,PLIL23-247-200865843,PLNDP250184G,4,15,6,13,51,56,67,69,46,55,2093_3
2025,93,13,5,1,1,PLIL23-247-200865843,PLNDP250184G,4,15,6,13,51,56,67,69,46,55,2093_1
2025,93,13,5,1,2,PLIL23-247-200865843,PLNDP250184G,8,18,5,20,50,55,72,75,32,36,2093_2
2025,93,13,5,1,2,PLIL23-247-200865843,PLNDP250184G,8,18,5,20,50,55,72,75,32,36,2093_3
2025,93,13,5,1,2,PLIL23-247-200865843,PLNDP250184G,8,18,5,20,50,55,72,75,32,36,2093_1
2025,93,13,5,1,3,PLIL23-247-200865843,PLNDP250184G,11,21,8,20,46,50,66,74,41,32,2093_2
2025,93,13,5,1,3,PLIL23-247-200865843,PLNDP250184G,11,21,8,20,46,50,66,74,41,32,2093_3
2025,93,13,5,1,3,PLIL23-247-200865843,PLNDP250184G,11,21,8,20,46,50,66,74,41,32,2093_1
2025,92,13,6,1,1,PLIL23-723-200865918,PLNDP250172Y,7,17,2,11,56,62,84,78,43,39,2092_3
2025,92,13,6,1,1,PLIL23-723-200865918,PLNDP250172Y,7,17,2,11,56,62,84,78,43,39,2092_1
2025,92,13,6,1,1,PLIL23-723-200865918,PLNDP250172Y,7,17,2,11,56,62,84,78,43,39,2092_2
2025,92,13,6,1,2,PLIL23-723-200865918,PLNDP250172Y,17,17,5,17,54,60,90,84,51,41,2092_3
2025,92,13,6,1,2,PLIL23-723-200865918,PLNDP250172Y,17,17,5,17,54,60,90,84,51,41,2092_1
2025,92,13,6,1,2,PLIL23-723-200865918,PLNDP250172Y,17,17,5,17,54,60,90,84,51,41,2092_2
2025,92,13,6,1,3,PLIL23-723-200865918,PLNDP250172Y,15,18,5,19,62,58,84,72,47,49,2092_3
2025,92,13,6,1,3,PLIL23-723-200865918,PLNDP250172Y,15,18,5,19,62,58,84,72,47,49,2092_1
2025,92,13,6,1,3,PLIL23-723-200865918,PLNDP250172Y,15,18,5,19,62,58,84,72,47,49,2092_2
2025,91,13,7,1,1,PLIL23-971-200865932,PLNDP170156Y,10,18,3,22,50,48,81,56,50,55,2091_1
2025,91,13,7,1,1,PLIL23-971-200865932,PLNDP170156Y,10,18,3,22,50,48,81,56,50,55,2091_2
2025,91,13,7,1,1,PLIL23-971-200865932,PLNDP170156Y,10,18,3,22,50,48,81,56,50,55,2091_3
2025,91,13,7,1,2,PLIL23-971-200865932,PLNDP170156Y,17,19,4,21,59,55,80,78,49,46,2091_1
2025,91,13,7,1,2,PLIL23-971-200865932,PLNDP170156Y,17,19,4,21,59,55,80,78,49,46,2091_2
2025,91,13,7,1,2,PLIL23-971-200865932,PLNDP170156Y,17,19,4,21,59,55,80,78,49,46,2091_3
2025,91,13,7,1,3,PLIL23-971-200865932,PLNDP170156Y,20,17,4,19,53,57,84,78,59,47,2091_1
2025,91,13,7,1,3,PLIL23-971-200865932,PLNDP170156Y,20,17,4,19,53,57,84,78,59,47,2091_2
2025,91,13,7,1,3,PLIL23-971-200865932,PLNDP170156Y,20,17,4,19,53,57,84,78,59,47,2091_3
2025,90,13,8,1,1,PLIL23-259-200865845,PLNDP170017G,4,19,3,17,53,58,79,63,48,42,2090_2
2025,90,13,8,1,1,PLIL23-259-200865845,PLNDP170017G,4,19,3,17,53,58,79,63,48,42,2090_3
2025,90,13,8,1,1,PLIL23-259-200865845,PLNDP170017G,4,19,3,17,53,58,79,63,48,42,2090_1
2025,90,13,8,1,2,PLIL23-259-200865845,PLNDP170017G,13,18,2,20,51,57,76,65,43,37,2090_2
2025,90,13,8,1,2,PLIL23-259-200865845,PLNDP170017G,13,18,2,20,51,57,76,65,43,37,2090_3
2025,90,13,8,1,2,PLIL23-259-200865845,PLNDP170017G,13,18,2,20,51,57,76,65,43,37,2090_1
2025,90,13,8,1,3,PLIL23-259-200865845,PLNDP170017G,13,22,3,17,56,58,80,67,42,38,2090_2
2025,90,13,8,1,3,PLIL23-259-200865845,PLNDP170017G,13,22,3,17,56,58,80,67,42,38,2090_3
2025,90,13,8,1,3,PLIL23-259-200865845,PLNDP170017G,13,22,3,17,56,58,80,67,42,38,2090_1
2025,89,13,9,1,1,PLIL23-1450-200865806,PLND DAWN,12,21,3,19,64,50,85,64,48,21,2089_3
2025,89,13,9,1,1,PLIL23-1450-200865806,PLND DAWN,12,21,3,19,64,50,85,64,48,21,2089_1
2025,89,13,9,1,1,PLIL23-1450-200865806,PLND DAWN,12,21,3,19,64,50,85,64,48,21,2089_2
2025,89,13,9,1,2,PLIL23-1450-200865806,PLND DAWN,9,15,5,19,55,52,81,71,53,50,2089_3
2025,89,13,9,1,2,PLIL23-1450-200865806,PLND DAWN,9,15,5,19,55,52,81,71,53,50,2089_1
2025,89,13,9,1,2,PLIL23-1450-200865806,PLND DAWN,9,15,5,19,55,52,81,71,53,50,2089_2
2025,89,13,9,1,3,PLIL23-1450-200865806,PLND DAWN,13,16,3,22,52,55,83,58,68,51,2089_3
2025,89,13,9,1,3,PLIL23-1450-200865806,PLND DAWN,13,16,3,22,52,55,83,58,68,51,2089_1
2025,89,13,9,1,3,PLIL23-1450-200865806,PLND DAWN,13,16,3,22,52,55,83,58,68,51,2089_2
2025,97,14,2,1,1,PLIL21-4039-200865753,PLNDP120083Y,8,19,2,20,54,49,79,72,52,60,2097_1
2025,97,14,2,1,1,PLIL21-4039-200865753,PLNDP120083Y,8,19,2,20,54,49,79,72,52,60,2097_2
2025,97,14,2,1,1,PLIL21-4039-200865753,PLNDP120083Y,8,19,2,20,54,49,79,72,52,60,2097_3
2025,97,14,2,1,2,PLIL21-4039-200865753,PLNDP120083Y,8,17,4,18,45,51,69,65,70,66,2097_1
2025,97,14,2,1,2,PLIL21-4039-200865753,PLNDP120083Y,8,17,4,18,45,51,69,65,70,66,2097_2
2025,97,14,2,1,2,PLIL21-4039-200865753,PLNDP120083Y,8,17,4,18,45,51,69,65,70,66,2097_3
