studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,intercropGermplasmDbId,intercropGermplasmName,germplasmEntryNumber,Above ground dry biomass - g|timepoint 1|COMP:0000110,Above ground dry biomass - g|timepoint 2|COMP:0000111,Above ground dry biomass - g|timepoint 3|COMP:0000112,Emergence|day 128|COMP:0000130,Heading date - Julian day|CO_350:0000270,Lodging severity - 0-9 Rating|CO_350:0005007,Maturity date - Julian day|CO_350:0000271,Pea Aboveground Dry Biomass - g|timepoint 1|COMP:0000118,Pea Aboveground Dry Biomass - g|timepoint 2|COMP:0000119,Pea Aboveground Dry Biomass - g|timepoint 3|COMP:0000120,Pea Flowering Date - 10% - Julian Day|CO_xxx:0003014,Pea Maturity Date - Julian Day|CO_xxx:0003015,Pea Plant Establishment - plants/ft2|CO_xxx:0003011,Pea Plant Height - cm|timepoint 1|COMP:0000122,Pea Plant Height - cm|timepoint 2|COMP:0000123,Pea Plant Height - cm|timepoint 3|COMP:0000124,Plant establishment - plants/ft2|CO_350:0005124,Plant height - cm|timepoint 1|COMP:0000114,Plant height - cm|timepoint 2|COMP:0000115,Plant height - cm|timepoint 3|COMP:0000116,Weed above ground dry biomass - g|timepoint 1|COMP:0000126,Weed above ground dry biomass - g|timepoint 2|COMP:0000127,Weed above ground dry biomass - g|timepoint 3|COMP:0000128,notes
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",703605,NO_OATS_PLANTED,,subplot,741790,B4I_2025_PM3D_IL_801_subplot_1,1,1,801,8,2,test,,,,,,0,,,,,,,238.8,,,,,,62,,,,0,,,0,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",703605,NO_OATS_PLANTED,,subplot,741791,B4I_2025_PM3D_IL_801_subplot_2,1,1,801,8,2,test,,,,,0,,,,,,,108.8,,,,,,33,,,,0,,,0,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",703605,NO_OATS_PLANTED,,subplot,741792,B4I_2025_PM3D_IL_801_subplot_3,1,1,801,8,2,test,,,,,,,0,,,,,,,783.7,,,,,,80,,,,0,,,0,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",703605,NO_OATS_PLANTED,,plot,737925,B4I_2025_PM3D_IL_802,1,1,802,8,1,test,,733372,ND DAWN,,,,,,,,,,,,,,15,,,,0,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",703605,NO_OATS_PLANTED,,subplot,741757,B4I_2025_PM3D_IL_802_subplot_1,1,1,802,8,1,test,,,,,0,,,,,,,127,,,,,,36,,,,0,,,0,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",703605,NO_OATS_PLANTED,,subplot,741758,B4I_2025_PM3D_IL_802_subplot_2,1,1,802,8,1,test,,,,,,0,,,,,,,205.2,,,,,,59,,,,0,,,0,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",703605,NO_OATS_PLANTED,,subplot,741759,B4I_2025_PM3D_IL_802_subplot_3,1,1,802,8,1,test,,,,,,,0,,,,,,,700.6,,,,,,75,,,,0,,,0,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737914,ND Spilde,,plot,737935,B4I_2025_PM3D_IL_901,1,1,901,9,1,test,,733333,NDP150231Y,,,,,,,,,,,,,,5,,,,20,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737914,ND Spilde,,subplot,741778,B4I_2025_PM3D_IL_901_subplot_1,1,1,901,9,1,test,,,,,105.1,,,,,,,67.4,,,,,,36,,,,37,,,0,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737914,ND Spilde,,subplot,741779,B4I_2025_PM3D_IL_901_subplot_2,1,1,901,9,1,test,,,,,,212.2,,,,,,,56.5,,,,,,50,,,,71,,,0,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737914,ND Spilde,,subplot,741780,B4I_2025_PM3D_IL_901_subplot_3,1,1,901,9,1,test,,,,,,,476.7,,,,,,,149.5,,,,,,60,,,,110,,,0,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",703605,NO_OATS_PLANTED,,plot,737917,B4I_2025_PM3D_IL_902,1,1,902,9,2,test,,733454,NDP150412G,,,,,,,,,,,,,,10,,,,0,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",703605,NO_OATS_PLANTED,,subplot,741739,B4I_2025_PM3D_IL_902_subplot_1,1,1,902,9,2,test,,,,,,,0,,,,,,,743.5,,,,,,62,,,,0,,,0,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",703605,NO_OATS_PLANTED,,subplot,741740,B4I_2025_PM3D_IL_902_subplot_2,1,1,902,9,2,test,,,,,0,,,,,,,115.6,,,,,,28,,,,0,,,0,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",703605,NO_OATS_PLANTED,,subplot,741741,B4I_2025_PM3D_IL_902_subplot_3,1,1,902,9,2,test,,,,,,0,,,,,,,232.8,,,,,,59,,,,0,,,0,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",703605,NO_OATS_PLANTED,,plot,737945,B4I_2025_PM3D_NY_01,1,1,1,1,1,test,,733333,NDP150231Y,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",703605,NO_OATS_PLANTED,,subplot,741910,B4I_2025_PM3D_NY_01_subplot_1,1,1,1,1,1,test,,,,,0,,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741910_Stand%20Count%202025.05.08_2025-05-08%2010_33_51.946-04_00.jpg,,,,33.9,,,,,14,18,74,,0,0,NA,,0.3,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",703605,NO_OATS_PLANTED,,subplot,741911,B4I_2025_PM3D_NY_01_subplot_2,1,1,1,1,1,test,,,,,,0,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741911_Stand%20Count%202025.05.08_2025-05-08%2010_34_53.404-04_00.jpg,,,,,364.9,,,,18,19,79,,0,0,NA,,,23.9,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",703605,NO_OATS_PLANTED,,subplot,741912,B4I_2025_PM3D_NY_01_subplot_3,1,1,1,1,1,test,,,,,,,0,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741912_Stand%20Count%202025.05.08_2025-05-08%2010_35_13.712-04_00.jpg,,,,,,314.8,,,11,15,66,79,0,0,NA,NA,,,77,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",732546,ND210038,ND210038,plot,737939,B4I_2025_PM3D_NY_02,1,1,2,2,1,test,,733372,ND DAWN,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",732546,ND210038,ND210038,subplot,741859,B4I_2025_PM3D_NY_02_subplot_1,1,1,2,2,1,test,,,,,,,418.1,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741859_Stand%20Count%202025.05.08_2025-05-08%2010_35_40.798-04_00.jpg,,,,,,122.6,,,16,20,75,80,30,32,84,114,,,35.4,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",732546,ND210038,ND210038,subplot,741860,B4I_2025_PM3D_NY_02_subplot_2,1,1,2,2,1,test,,,,,,251.6,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741860_Stand%20Count%202025.05.08_2025-05-08%2010_36_01.178-04_00.jpg,,,,,59,,,,11,20,74,,24,26,84,,,6.1,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",732546,ND210038,ND210038,subplot,741861,B4I_2025_PM3D_NY_02_subplot_3,1,1,2,2,1,test,,,,,27.1,,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741861_Stand%20Count%202025.05.08_2025-05-08%2010_36_22.049-04_00.jpg,,,,7.1,,,,,5,18,65,,12,26,78,,1.1,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",202026,IL17-1704,,plot,737942,B4I_2025_PM3D_NY_03,1,1,3,3,1,test,,737915,NO_PEAS_PLANTED,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",202026,IL17-1704,,subplot,741886,B4I_2025_PM3D_NY_03_subplot_1,1,1,3,3,1,test,,,,,53.8,,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741886_Stand%20Count%202025.05.08_2025-05-08%2010_36_43.405-04_00.jpg,,,,0,,,,,0,0,NA,,28,30,76,,0.4,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",202026,IL17-1704,,subplot,741887,B4I_2025_PM3D_NY_03_subplot_2,1,1,3,3,1,test,,,,,,,431.3,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741887_Stand%20Count%202025.05.08_2025-05-08%2010_37_02.562-04_00.jpg,,,,,,0,,,0,0,NA,NA,31,30,88,109,,,8.4,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",202026,IL17-1704,,subplot,741888,B4I_2025_PM3D_NY_03_subplot_3,1,1,3,3,1,test,,,,,,271.3,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741888_Stand%20Count%202025.05.08_2025-05-08%2010_37_22.270-04_00.jpg,,,,,0,,,,0,0,NA,,31,31,79,,,16.3,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",737914,ND Spilde,,plot,737952,B4I_2025_PM3D_NY_04,1,1,4,4,1,test,,737915,NO_PEAS_PLANTED,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",737914,ND Spilde,,subplot,741895,B4I_2025_PM3D_NY_04_subplot_1,1,1,4,4,1,test,,,,,49.6,,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741895_Stand%20Count%202025.05.08_2025-05-08%2010_37_41.672-04_00.jpg,,,,0,,,,,0,0,NA,,32,34,79,,1.3,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",737914,ND Spilde,,subplot,741896,B4I_2025_PM3D_NY_04_subplot_2,1,1,4,4,1,test,,,,,,245.4,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741896_Stand%20Count%202025.05.08_2025-05-08%2010_37_59.147-04_00.jpg,,,,,0,,,,0,0,NA,,27,35,83,,,3,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",737914,ND Spilde,,subplot,741897,B4I_2025_PM3D_NY_04_subplot_3,1,1,4,4,1,test,,,,,,,439.6,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741897_Stand%20Count%202025.05.08_2025-05-08%2010_38_22.296-04_00.jpg,,,,,,0,,,0,0,NA,NA,23,27,92,114,,,12.8,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",737914,ND Spilde,,plot,737947,B4I_2025_PM3D_NY_05,1,1,5,5,1,test,,733333,NDP150231Y,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",737914,ND Spilde,,subplot,741892,B4I_2025_PM3D_NY_05_subplot_1,1,1,5,5,1,test,,,,,,,330.8,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741892_Stand%20Count%202025.05.08_2025-05-08%2010_38_49.541-04_00.jpg,,,,,,68.2,,,10,21,74,73,14,28,88,113,,,16.5,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",737914,ND Spilde,,subplot,741893,B4I_2025_PM3D_NY_05_subplot_2,1,1,5,5,1,test,,,,,,230.1,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741893_Stand%20Count%202025.05.08_2025-05-08%2010_39_11.624-04_00.jpg,,,,,38.4,,,,7,25,70,,22,29,90,,,6.1,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",737914,ND Spilde,,subplot,741894,B4I_2025_PM3D_NY_05_subplot_3,1,1,5,5,1,test,,,,,16,,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741894_Stand%20Count%202025.05.08_2025-05-08%2010_39_33.751-04_00.jpg,,,,7.9,,,,,4,24,69,,6,23,83,,2,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",703605,NO_OATS_PLANTED,,plot,737954,B4I_2025_PM3D_NY_06,1,1,6,6,1,test,,733454,NDP150412G,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",703605,NO_OATS_PLANTED,,subplot,741898,B4I_2025_PM3D_NY_06_subplot_1,1,1,6,6,1,test,,,,,0,,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741898_Stand%20Count%202025.05.08_2025-05-08%2010_40_00.421-04_00.jpg,,,,32.1,,,,,18,17,60,,0,0,NA,,4.7,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",703605,NO_OATS_PLANTED,,subplot,741899,B4I_2025_PM3D_NY_06_subplot_2,1,1,6,6,1,test,,,,,,0,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741899_Stand%20Count%202025.05.08_2025-05-08%2010_40_21.108-04_00.jpg,,,,,162.4,,,,11,14,67,,0,0,NA,,,8.1,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",703605,NO_OATS_PLANTED,,subplot,741900,B4I_2025_PM3D_NY_06_subplot_3,1,1,6,6,1,test,,,,,,,0,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741900_Stand%20Count%202025.05.08_2025-05-08%2010_40_46.908-04_00.jpg,,,,,,176.7,,,7,17,59,62,0,0,NA,NA,,,33.1,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",732538,SD Momentum,SDMomentum,plot,737950,B4I_2025_PM3D_NY_07,1,1,7,7,1,test,,733454,NDP150412G,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",732538,SD Momentum,SDMomentum,subplot,741865,B4I_2025_PM3D_NY_07_subplot_1,1,1,7,7,1,test,,,,,38,,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741865_Stand%20Count%202025.05.08_2025-05-08%2010_41_12.639-04_00.jpg,,,,9.8,,,,,7,15,57,,15,30,76,,4.3,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",732538,SD Momentum,SDMomentum,subplot,741866,B4I_2025_PM3D_NY_07_subplot_2,1,1,7,7,1,test,,,,,,315.7,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741866_Stand%20Count%202025.05.08_2025-05-08%2010_41_31.839-04_00.jpg,,,,,22.5,,,,5,18,59,,19,30,81,,,8.7,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",732538,SD Momentum,SDMomentum,subplot,741867,B4I_2025_PM3D_NY_07_subplot_3,1,1,7,7,1,test,,,,,,,358.5,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741867_Stand%20Count%202025.05.08_2025-05-08%2010_41_47.761-04_00.jpg,,,,,,2.4,,,2,16,54,51,13,23,76,125,,,2.9,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",703605,NO_OATS_PLANTED,,plot,737937,B4I_2025_PM3D_NY_08,1,1,8,8,1,test,,733329,ND VICTORY,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",703605,NO_OATS_PLANTED,,subplot,741883,B4I_2025_PM3D_NY_08_subplot_1,1,1,8,8,1,test,,,,,,0,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741883_Stand%20Count%202025.05.08_2025-05-08%2010_42_12.263-04_00.jpg,,,,,117.1,,,,16,14,62,,0,0,NA,,,5,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",703605,NO_OATS_PLANTED,,subplot,741884,B4I_2025_PM3D_NY_08_subplot_2,1,1,8,8,1,test,,,,,,,0,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741884_Stand%20Count%202025.05.08_2025-05-08%2010_42_28.550-04_00.jpg,,,,,,226.8,,,14,16,56,64,0,0,NA,NA,,,8.4,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",703605,NO_OATS_PLANTED,,subplot,741885,B4I_2025_PM3D_NY_08_subplot_3,1,1,8,8,1,test,,,,,0,,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741885_Stand%20Count%202025.05.08_2025-05-08%2010_42_45.289-04_00.jpg,,,,11.6,,,,,6,14,40,,0,0,NA,,4.4,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",732538,SD Momentum,SDMomentum,plot,737944,B4I_2025_PM3D_NY_09,1,1,9,9,1,test,,737915,NO_PEAS_PLANTED,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6830,B4I_2025_PM3D_NY,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,82,"Ithaca, NY",732538,SD Momentum,SDMomentum,subplot,741871,B4I_2025_PM3D_NY_09_subplot_1,1,1,9,9,1,test,,,,,,205.4,,content://com.android.externalstorage.documents/tree/primary%3AField%20Book%20/document/primary%3AField%20Book%20%2Fplot_data%2FB4I_2025_PM3D_NY_subplot%2FStand%20Count%202025.05.08%2F741871_Stand%20Count%202025.05.08_2025-05-08%2010_43_04.718-04_00.jpg,,,,,0,,,,0,0,NA,,38,31,71,,,2.2,,
